Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,region,type_encoded
2017-03-19,1.49,4239,131,1404,0,2704,1463,1240,0,2017,Indianapolis,1
2017-03-12,0.93,8510,156,1233,0,7121,1404,5716,0,2017,Indianapolis,1
2017-03-05,1.35,4647,96,1207,0,3343,1370,1973,0,2017,Indianapolis,1
2017-02-26,0.9,6549,107,1165,0,5276,972,4304,0,2017,Indianapolis,1
2017-02-19,1.24,4037,111,1233,0,2693,1370,1322,0,2017,Indianapolis,1
2017-02-12,1.15,4313,785,1389,0,2138,1268,869,0,2017,Indianapolis,1
2017-02-05,1.35,3551,568,1410,0,1573,959,613,0,2017,Indianapolis,1
2017-01-29,1.04,5571,222,1495,0,3854,1209,2644,0,2017,Indianapolis,1
2017-01-22,0.84,7308,139,1459,0,5709,1493,4216,0,2017,Indianapolis,1
2017-01-15,1.31,4021,168,1536,0,2316,1279,1037,0,2017,Indianapolis,1
2017-01-08,1.6,2916,189,1297,0,1429,1278,151,0,2017,Indianapolis,1
2017-01-01,1.76,1956,147,1025,0,783,614,168,0,2017,Indianapolis,1
2017-12-31,1.65,2023,44,496,5,1477,1431,46,0,2017,Jacksonville,1
2017-12-24,1.87,3639,80,643,3,2911,1784,1127,0,2017,Jacksonville,1
2017-12-17,1.61,2498,48,519,2,1928,1901,26,0,2017,Jacksonville,1
2017-12-10,1.59,2646,56,439,2,2148,2146,1,0,2017,Jacksonville,1
2017-12-03,1.8,2407,85,576,2,1742,1448,293,0,2017,Jacksonville,1
2017-11-26,1.87,2926,64,550,1,2310,1527,782,0,2017,Jacksonville,1
2017-11-19,1.94,3405,82,757,3,2561,1519,1041,0,2017,Jacksonville,1
2017-11-12,1.89,2438,66,547,2,1821,1792,29,0,2017,Jacksonville,1
2017-11-05,2.04,4224,115,890,2,3215,1938,1276,0,2017,Jacksonville,1
2017-10-29,2.16,2726,102,748,4,1871,758,1112,0,2017,Jacksonville,1
2017-10-22,2.02,2596,67,531,7,1990,1812,178,0,2017,Jacksonville,1
2017-10-15,2.55,1421,60,546,4,809,806,3,0,2017,Jacksonville,1
2017-10-08,2.31,1841,54,463,8,1314,1314,0,0,2017,Jacksonville,1
2017-10-01,2.99,2819,174,703,12,1930,1736,193,0,2017,Jacksonville,1
2017-09-24,2.57,5040,187,1310,0,3542,1314,2228,0,2017,Jacksonville,1
2017-09-17,2.58,3993,226,907,0,2858,786,2072,0,2017,Jacksonville,1
2017-09-10,2.35,4093,195,665,0,3232,2181,1050,0,2017,Jacksonville,1
2017-09-03,2.42,3200,195,675,4,2324,2289,34,0,2017,Jacksonville,1
2017-08-27,2.45,3332,332,1007,0,1992,1988,3,0,2017,Jacksonville,1
2017-08-20,2.48,2855,302,1483,2,1067,1067,0,0,2017,Jacksonville,1
2017-08-13,2.0,1764,87,447,3,1225,1222,3,0,2017,Jacksonville,1
2017-08-06,2.09,1552,83,489,1,977,977,0,0,2017,Jacksonville,1
2017-07-30,1.78,2426,114,511,0,1801,1784,16,0,2017,Jacksonville,1
2017-07-23,2.04,1971,121,583,0,1266,1266,0,0,2017,Jacksonville,1
2017-07-16,2.11,1646,73,553,1,1017,1014,3,0,2017,Jacksonville,1
2017-07-09,2.06,2988,166,1342,3,1476,1476,0,0,2017,Jacksonville,1
2017-07-02,2.25,4778,435,2975,3,1364,1357,6,0,2017,Jacksonville,1
2017-06-25,2.25,4087,512,2421,0,1153,1149,3,0,2017,Jacksonville,1
2017-06-18,2.23,4177,551,2353,2,1271,1269,1,0,2017,Jacksonville,1
2017-06-11,2.12,2568,984,251,3,1328,1328,0,0,2017,Jacksonville,1
2017-06-04,2.2,4409,1263,126,7,3012,3012,0,0,2017,Jacksonville,1
2017-05-28,2.09,5786,1322,165,6,4293,4070,222,0,2017,Jacksonville,1
2017-05-21,2.07,5056,1260,146,8,3639,3252,387,0,2017,Jacksonville,1
2017-05-14,2.22,4709,3021,242,8,1436,1433,2,0,2017,Jacksonville,1
2017-05-07,1.75,3987,1182,158,2,2643,620,2023,0,2017,Jacksonville,1
2017-04-30,2.07,2473,1050,127,0,1296,525,771,0,2017,Jacksonville,1
2017-04-23,1.72,4125,2785,291,6,1042,1023,19,0,2017,Jacksonville,1
2017-04-16,2.07,3193,736,214,11,2232,593,1638,0,2017,Jacksonville,1
2017-04-09,2.07,2942,1083,337,12,1509,424,1084,0,2017,Jacksonville,1
2017-04-02,1.43,6642,780,168,7,5684,3139,2545,0,2017,Jacksonville,1
2017-03-26,1.47,4455,682,192,10,3570,1867,1703,0,2017,Jacksonville,1
2017-03-19,1.58,3608,581,106,5,2915,568,2346,0,2017,Jacksonville,1
2017-03-12,1.7,3349,635,115,5,2593,345,2247,0,2017,Jacksonville,1
2017-03-05,1.67,2930,854,95,1,1978,141,1837,0,2017,Jacksonville,1
2017-02-26,1.68,3160,749,118,0,2292,323,1968,0,2017,Jacksonville,1
2017-02-19,1.74,3179,857,147,1,2172,1136,1036,0,2017,Jacksonville,1
2017-02-12,1.48,4296,757,137,0,3402,2528,873,0,2017,Jacksonville,1
2017-02-05,1.72,3417,913,112,6,2385,464,1920,0,2017,Jacksonville,1
2017-01-29,1.39,3608,238,58,16,3296,432,2864,0,2017,Jacksonville,1
2017-01-22,1.23,4964,296,67,20,4580,1396,3183,0,2017,Jacksonville,1
2017-01-15,1.25,4618,338,97,14,4167,1172,2995,0,2017,Jacksonville,1
2017-01-08,1.26,4079,325,108,0,3645,1050,2595,0,2017,Jacksonville,1
2017-01-01,1.24,3707,245,38,2,3421,910,2511,0,2017,Jacksonville,1
2017-12-31,1.55,9413,1479,1733,0,6199,6190,9,0,2017,LasVegas,1
2017-12-24,1.89,8393,1385,1425,0,5583,5555,27,0,2017,LasVegas,1
2017-12-17,1.94,7541,1104,1479,0,4956,4932,24,0,2017,LasVegas,1
2017-12-10,1.68,8602,1318,1602,0,5681,5651,30,0,2017,LasVegas,1
2017-12-03,1.56,8048,1471,1226,0,5350,5330,19,0,2017,LasVegas,1
2017-11-26,1.95,6599,1613,1302,0,3683,3683,0,0,2017,LasVegas,1
2017-11-19,1.95,7753,1387,1452,0,4913,4894,19,0,2017,LasVegas,1
2017-11-12,1.79,8252,1320,1398,0,5533,5504,28,0,2017,LasVegas,1
2017-11-05,1.83,7034,1540,1637,0,3857,3852,4,0,2017,LasVegas,1
2017-10-29,1.93,7138,1136,1084,0,4917,4908,9,0,2017,LasVegas,1
2017-10-22,1.83,7131,1255,358,0,5517,5486,31,0,2017,LasVegas,1
2017-10-15,1.99,6132,1113,173,0,4845,4780,65,0,2017,LasVegas,1
2017-10-08,2.25,6511,1223,194,0,5094,5038,55,0,2017,LasVegas,1
2017-10-01,2.24,5291,1055,115,0,4121,4037,83,0,2017,LasVegas,1
2017-09-24,2.25,5491,1048,145,0,4298,4281,16,0,2017,LasVegas,1
2017-09-17,2.39,5487,1148,131,0,4206,4200,6,0,2017,LasVegas,1
2017-09-10,2.59,6984,1027,1970,0,3986,3968,18,0,2017,LasVegas,1
2017-09-03,2.64,6091,905,1999,0,3186,3120,66,0,2017,LasVegas,1
2017-08-27,2.47,10410,1804,2506,0,6099,6061,37,0,2017,LasVegas,1
2017-08-20,2.43,7716,1214,2783,0,3718,3699,19,0,2017,LasVegas,1
2017-08-13,2.05,6042,913,2538,0,2589,2520,69,0,2017,LasVegas,1
2017-08-06,1.74,10124,1959,2514,0,5650,5623,27,0,2017,LasVegas,1
2017-07-30,1.72,10422,1859,2464,0,6098,6056,42,0,2017,LasVegas,1
2017-07-23,1.89,8527,1379,2862,0,4285,4248,36,0,2017,LasVegas,1
2017-07-16,1.89,8618,1296,2815,0,4507,4443,63,0,2017,LasVegas,1
2017-07-09,1.82,11229,1693,4245,0,5290,4986,304,0,2017,LasVegas,1
2017-07-02,1.73,11015,1952,2930,0,6133,4359,1773,0,2017,LasVegas,1
2017-06-25,1.67,10909,1963,3093,0,5851,2404,3447,0,2017,LasVegas,1
2017-06-18,1.76,10353,1706,3322,0,5324,1909,3414,0,2017,LasVegas,1
2017-06-11,1.74,11473,2058,2749,0,6664,2823,3840,0,2017,LasVegas,1
2017-06-04,1.72,13517,2283,2943,0,8290,4071,4218,0,2017,LasVegas,1
2017-05-28,1.74,9789,1872,2730,1,5184,943,4240,0,2017,LasVegas,1
2017-05-21,1.95,8671,2887,3339,0,2443,753,1690,0,2017,LasVegas,1
2017-05-14,1.89,8090,3039,2852,0,2198,560,1638,0,2017,LasVegas,1
2017-05-07,2.03,8314,2767,3687,0,1859,389,1469,0,2017,LasVegas,1
2017-04-30,1.98,7545,1049,4429,2,2063,437,1626,0,2017,LasVegas,1
2017-04-23,1.67,9911,1121,5184,0,3606,888,2717,0,2017,LasVegas,1
2017-04-16,1.32,14406,1471,3773,0,9161,8550,610,0,2017,LasVegas,1
2017-04-09,1.24,17575,1623,3932,0,12019,11935,84,0,2017,LasVegas,1
2017-04-02,1.19,17183,1691,3619,0,11873,11740,133,0,2017,LasVegas,1
2017-03-26,1.21,17776,1879,4266,0,11630,11468,161,0,2017,LasVegas,1
2017-03-19,1.27,17048,2548,4383,0,10116,7885,2231,0,2017,LasVegas,1
2017-03-12,1.16,21402,2478,4691,0,14231,13805,425,0,2017,LasVegas,1
2017-03-05,1.01,20701,2110,5897,0,12693,12277,416,0,2017,LasVegas,1
2017-02-26,1.09,25937,2174,9684,0,14078,13934,143,0,2017,LasVegas,1
2017-02-19,1.15,17954,1900,3776,0,12276,11577,699,0,2017,LasVegas,1
2017-02-12,1.18,21977,2228,5528,2,14217,14188,29,0,2017,LasVegas,1
2017-02-05,1.23,17104,1662,4924,0,10517,10505,11,0,2017,LasVegas,1
2017-01-29,1.31,11638,1129,3211,9,7287,7258,29,0,2017,LasVegas,1
2017-01-22,1.34,10312,1117,3189,0,6005,5992,12,0,2017,LasVegas,1
2017-01-15,1.39,9442,941,2918,0,5582,5582,0,0,2017,LasVegas,1
2017-01-08,1.22,10641,1287,2376,0,6977,6938,39,0,2017,LasVegas,1
2017-01-01,1.36,9563,997,2950,0,5615,5478,136,0,2017,LasVegas,1
2017-12-31,1.74,78872,15369,20722,0,42780,42693,86,0,2017,LosAngeles,1
2017-12-24,1.8,69804,8580,24465,0,36757,36706,51,0,2017,LosAngeles,1
2017-12-17,1.7,64716,9069,24736,0,30910,30852,58,0,2017,LosAngeles,1
2017-12-10,1.78,69862,15944,19669,0,34248,34216,31,0,2017,LosAngeles,1
2017-12-03,1.77,71010,7976,23155,0,39878,39864,14,0,2017,LosAngeles,1
2017-11-26,2.01,59523,6444,21218,0,31860,31835,24,0,2017,LosAngeles,1
2017-11-19,1.99,61451,6477,19956,0,35017,35003,13,0,2017,LosAngeles,1
2017-11-12,1.98,62337,8390,17805,0,36142,36097,44,0,2017,LosAngeles,1
2017-11-05,1.72,73723,7315,31324,0,35083,35048,35,0,2017,LosAngeles,1
2017-10-29,1.99,67050,8078,19540,0,39431,39411,20,0,2017,LosAngeles,1
2017-10-22,1.99,68637,7845,20466,0,40325,40286,39,0,2017,LosAngeles,1
2017-10-15,2.12,57490,6151,16592,0,34747,34691,56,0,2017,LosAngeles,1
2017-10-08,2.28,59194,5549,22828,0,30815,30769,45,0,2017,LosAngeles,1
2017-10-01,2.1,65405,8450,26774,0,30179,30158,21,0,2017,LosAngeles,1
2017-09-24,2.03,73696,12051,29225,1,32417,32377,40,0,2017,LosAngeles,1
2017-09-17,2.32,64855,12786,24889,0,27179,27160,19,0,2017,LosAngeles,1
2017-09-10,2.32,64680,11202,25484,0,27993,27987,5,0,2017,LosAngeles,1
2017-09-03,2.11,70419,10621,27740,0,32057,32041,16,0,2017,LosAngeles,1
2017-08-27,2.37,63222,11685,20166,0,31369,31337,32,0,2017,LosAngeles,1
2017-08-20,2.16,75146,10649,18026,0,46470,46450,20,0,2017,LosAngeles,1
2017-08-13,2.04,72817,10764,16810,0,45242,45097,145,0,2017,LosAngeles,1
2017-08-06,2.1,67080,9064,19027,0,38988,38021,966,0,2017,LosAngeles,1
2017-07-30,2.1,67790,9903,18850,0,39037,39001,36,0,2017,LosAngeles,1
2017-07-23,2.07,70179,9095,24077,0,37006,36988,18,0,2017,LosAngeles,1
2017-07-16,2.02,75021,10041,24449,0,40530,40510,20,0,2017,LosAngeles,1
2017-07-09,1.42,120562,11868,28851,0,79842,79833,8,0,2017,LosAngeles,1
2017-07-02,1.46,109111,11056,28190,0,69865,69737,128,0,2017,LosAngeles,1
2017-06-25,1.37,109872,10376,24717,0,74777,72884,1893,0,2017,LosAngeles,1
2017-06-18,1.37,108808,11413,24268,0,73126,66783,6343,0,2017,LosAngeles,1
2017-06-11,1.35,106703,11619,25530,0,69553,69461,92,0,2017,LosAngeles,1
2017-06-04,1.28,128923,12603,37820,0,78499,78481,17,0,2017,LosAngeles,1
2017-05-28,1.37,122886,11731,29593,0,81561,81486,75,0,2017,LosAngeles,1
2017-05-21,1.42,114120,10947,30522,0,72650,72518,132,0,2017,LosAngeles,1
2017-05-14,1.4,105965,11688,28601,0,65675,64377,1298,0,2017,LosAngeles,1
2017-05-07,1.31,137484,12550,38336,0,86598,86014,584,0,2017,LosAngeles,1
2017-04-30,1.25,127255,10894,29816,1,86542,83579,2963,0,2017,LosAngeles,1
2017-04-23,1.25,127222,12241,29711,0,85269,75004,10265,0,2017,LosAngeles,1
2017-04-16,1.31,122876,10922,28994,1,82958,76233,6725,0,2017,LosAngeles,1
2017-04-09,1.3,118305,13906,29159,6,75232,70010,5222,0,2017,LosAngeles,1
2017-04-02,1.3,122384,13732,30991,17,77643,74785,2858,0,2017,LosAngeles,1
2017-03-26,1.33,125710,17237,32193,7,76272,73831,2440,0,2017,LosAngeles,1
2017-03-19,1.25,135636,11812,38905,19,84899,69061,15837,0,2017,LosAngeles,1
2017-03-12,1.19,143848,12242,37476,1,94127,83175,10951,0,2017,LosAngeles,1
2017-03-05,1.07,146065,12954,28009,6,105095,77383,27712,0,2017,LosAngeles,1
2017-02-26,1.05,143520,12328,30665,3,100523,87365,13157,0,2017,LosAngeles,1
2017-02-19,1.19,115734,13178,33656,1,68898,68066,831,0,2017,LosAngeles,1
2017-02-12,1.17,95227,12496,24567,10,58153,56547,1605,0,2017,LosAngeles,1
2017-02-05,1.19,91687,15626,34864,0,41196,40279,916,0,2017,LosAngeles,1
2017-01-29,1.09,99597,16192,29310,1,54092,42914,11178,0,2017,LosAngeles,1
2017-01-22,1.27,77418,10912,21788,3,44714,41824,2889,0,2017,LosAngeles,1
2017-01-15,1.3,86845,13881,25602,3,47358,46301,1057,0,2017,LosAngeles,1
2017-01-08,1.19,112953,18961,33123,3,60864,57800,3063,0,2017,LosAngeles,1
2017-01-01,1.07,99950,15830,28951,1,55166,43159,12006,0,2017,LosAngeles,1
2017-12-31,1.16,5828,1,755,0,5071,3623,1448,0,2017,Louisville,1
2017-12-24,1.58,3976,0,977,0,2999,1340,1659,0,2017,Louisville,1
2017-12-17,1.57,3861,1,851,0,3009,1284,1724,0,2017,Louisville,1
2017-12-10,1.54,2491,0,723,0,1767,1109,657,0,2017,Louisville,1
2017-12-03,1.59,2597,0,941,0,1655,964,691,0,2017,Louisville,1
2017-11-26,1.63,2510,0,930,0,1579,1182,397,0,2017,Louisville,1
2017-11-19,1.62,2317,9,901,0,1406,1070,336,0,2017,Louisville,1
2017-11-12,1.69,2717,1,944,0,1772,1111,660,0,2017,Louisville,1
2017-11-05,1.7,3013,5,756,0,2251,1658,593,0,2017,Louisville,1
2017-10-29,1.84,3691,1,740,0,2949,1739,1209,0,2017,Louisville,1
2017-10-22,1.82,4195,9,1048,0,3137,1733,1404,0,2017,Louisville,1
2017-10-15,1.88,3665,2,1120,0,2542,1647,894,0,2017,Louisville,1
2017-10-08,2.15,3097,1,1195,0,1900,1173,726,0,2017,Louisville,1
2017-10-01,2.29,3102,0,999,0,2102,1289,813,0,2017,Louisville,1
2017-09-24,2.21,4156,2,1074,0,3079,1064,2015,0,2017,Louisville,1
2017-09-17,2.12,3779,9,993,0,2776,713,2063,0,2017,Louisville,1
2017-09-10,2.0,3517,2,948,0,2566,1066,1500,0,2017,Louisville,1
2017-09-03,1.98,3581,7,1116,0,2457,835,1622,0,2017,Louisville,1
2017-08-27,1.9,3628,1,973,0,2653,1313,1339,0,2017,Louisville,1
2017-08-20,1.86,3115,0,1114,0,2001,971,1029,0,2017,Louisville,1
2017-08-13,1.67,2741,0,1252,0,1488,1102,386,0,2017,Louisville,1
2017-08-06,1.73,3557,0,1226,0,2330,729,1600,0,2017,Louisville,1
2017-07-30,1.56,4666,0,1153,0,3513,1403,2109,0,2017,Louisville,1
2017-07-23,1.6,5061,0,1441,0,3619,868,2750,0,2017,Louisville,1
2017-07-16,1.55,4638,0,1527,0,3111,924,2186,0,2017,Louisville,1
2017-07-09,1.61,2453,0,1551,0,902,11,890,0,2017,Louisville,1
2017-07-02,1.26,5513,0,1338,0,4174,30,4144,0,2017,Louisville,1
2017-06-25,1.45,4520,0,1490,0,3029,10,3019,0,2017,Louisville,1
2017-06-18,1.19,4866,0,1421,0,3444,6,3437,0,2017,Louisville,1
2017-06-11,1.0,6507,0,1633,0,4874,50,4824,0,2017,Louisville,1
2017-06-04,1.34,4417,0,1505,0,2912,457,2454,0,2017,Louisville,1
2017-05-28,1.32,4451,0,1185,0,3266,763,2503,0,2017,Louisville,1
2017-05-21,1.29,4745,0,1200,0,3544,577,2966,0,2017,Louisville,1
2017-05-14,1.15,5721,0,1188,0,4532,620,3912,0,2017,Louisville,1
2017-05-07,1.48,3514,0,1570,0,1944,445,1499,0,2017,Louisville,1
2017-04-30,1.4,5166,0,1639,0,3526,234,3292,0,2017,Louisville,1
2017-04-23,1.59,3343,0,1507,0,1836,336,1499,0,2017,Louisville,1
2017-04-16,1.34,4904,5,1947,0,2951,752,2198,0,2017,Louisville,1
2017-04-09,1.91,2026,0,1553,0,472,325,147,0,2017,Louisville,1
2017-04-02,1.38,3166,0,1676,0,1490,390,1100,0,2017,Louisville,1
2017-03-26,0.74,6459,15,1354,0,5090,385,4704,0,2017,Louisville,1
2017-03-19,0.95,4433,15,1395,0,3022,372,2649,0,2017,Louisville,1
2017-03-12,0.65,7708,6,1361,0,6340,273,6066,0,2017,Louisville,1
2017-03-05,0.56,9801,9,1302,0,8490,306,8183,0,2017,Louisville,1
2017-02-26,0.77,5481,12,1257,0,4212,402,3810,0,2017,Louisville,1
2017-02-19,0.56,10571,0,1277,0,9293,287,9005,0,2017,Louisville,1
2017-02-12,0.8,5288,4,1259,0,4024,313,3711,0,2017,Louisville,1
2017-02-05,1.36,2108,0,991,0,1116,441,675,0,2017,Louisville,1
2017-01-29,1.45,1469,0,938,0,531,193,338,0,2017,Louisville,1
2017-01-22,1.31,2097,0,1006,0,1091,536,554,0,2017,Louisville,1
2017-01-15,1.6,1959,13,1318,0,626,626,0,0,2017,Louisville,1
2017-01-08,1.55,1822,0,1157,0,665,656,8,0,2017,Louisville,1
2017-01-01,1.59,1913,5,1395,0,513,513,0,0,2017,Louisville,1
2017-12-31,1.48,6518,24,333,0,6160,6147,12,0,2017,MiamiFtLauderdale,1
2017-12-24,1.59,8462,88,720,0,7653,6896,756,0,2017,MiamiFtLauderdale,1
2017-12-17,1.59,8486,232,636,0,7617,7027,590,0,2017,MiamiFtLauderdale,1
2017-12-10,1.48,5325,31,265,0,5028,5024,4,0,2017,MiamiFtLauderdale,1
2017-12-03,1.58,5302,50,397,0,4853,4836,17,0,2017,MiamiFtLauderdale,1
2017-11-26,1.67,6302,96,606,0,5599,5128,470,0,2017,MiamiFtLauderdale,1
2017-11-19,1.63,5873,61,490,0,5321,5227,93,0,2017,MiamiFtLauderdale,1
2017-11-12,1.94,6563,126,908,0,5528,4652,876,0,2017,MiamiFtLauderdale,1
2017-11-05,1.96,6103,64,911,0,5127,4226,900,0,2017,MiamiFtLauderdale,1
2017-10-29,1.84,5595,32,424,0,5138,4908,229,0,2017,MiamiFtLauderdale,1
2017-10-22,2.19,4842,139,728,0,3974,3068,906,0,2017,MiamiFtLauderdale,1
2017-10-15,2.62,1100,24,384,0,690,657,32,0,2017,MiamiFtLauderdale,1
2017-10-08,1.97,3758,98,435,0,3224,3221,3,0,2017,MiamiFtLauderdale,1
2017-10-01,2.09,2975,33,445,0,2496,2496,0,0,2017,MiamiFtLauderdale,1
2017-09-24,1.9,2978,29,319,0,2630,2630,0,0,2017,MiamiFtLauderdale,1
2017-09-17,1.76,1306,44,15,0,1246,1246,0,0,2017,MiamiFtLauderdale,1
2017-09-10,1.74,3299,30,8,0,3261,3257,3,0,2017,MiamiFtLauderdale,1
2017-09-03,1.67,2647,36,2,0,2608,2602,6,0,2017,MiamiFtLauderdale,1
2017-08-27,1.55,3393,15,2,0,3375,3375,0,0,2017,MiamiFtLauderdale,1
2017-08-20,1.48,4569,25,20,0,4523,4523,0,0,2017,MiamiFtLauderdale,1
2017-08-13,1.47,4136,16,29,0,4091,4087,3,0,2017,MiamiFtLauderdale,1
2017-08-06,1.5,4140,11,44,0,4084,4073,11,0,2017,MiamiFtLauderdale,1
2017-07-30,1.38,4635,10,17,0,4607,4607,0,0,2017,MiamiFtLauderdale,1
2017-07-23,1.41,4954,22,27,0,4905,4902,3,0,2017,MiamiFtLauderdale,1
2017-07-16,1.44,5473,6,14,0,5451,5448,3,0,2017,MiamiFtLauderdale,1
2017-07-09,1.76,4404,89,521,0,3794,3790,3,0,2017,MiamiFtLauderdale,1
2017-07-02,1.92,6241,267,1709,0,4264,4257,6,0,2017,MiamiFtLauderdale,1
2017-06-25,2.02,5274,325,1885,0,3064,3061,3,0,2017,MiamiFtLauderdale,1
2017-06-18,1.88,6480,304,1510,0,4664,4664,0,0,2017,MiamiFtLauderdale,1
2017-06-11,1.89,6104,837,250,0,5015,5015,0,0,2017,MiamiFtLauderdale,1
2017-06-04,1.97,5428,1070,139,0,4217,4215,1,0,2017,MiamiFtLauderdale,1
2017-05-28,1.88,6000,1096,86,0,4817,4815,1,0,2017,MiamiFtLauderdale,1
2017-05-21,1.58,6177,515,81,0,5580,4806,773,0,2017,MiamiFtLauderdale,1
2017-05-14,1.42,5883,279,84,0,5518,3846,1671,0,2017,MiamiFtLauderdale,1
2017-05-07,2.08,3542,838,73,0,2630,1937,693,0,2017,MiamiFtLauderdale,1
2017-04-30,2.4,3477,1154,62,0,2261,2250,11,0,2017,MiamiFtLauderdale,1
2017-04-23,2.36,4011,1362,71,0,2577,2540,37,0,2017,MiamiFtLauderdale,1
2017-04-16,2.81,3197,738,69,0,2389,1481,908,0,2017,MiamiFtLauderdale,1
2017-04-09,2.32,3748,317,25,0,3405,1365,2039,0,2017,MiamiFtLauderdale,1
2017-04-02,2.03,4159,545,36,0,3577,1622,1955,0,2017,MiamiFtLauderdale,1
2017-03-26,1.74,5830,1352,124,0,4353,4250,103,0,2017,MiamiFtLauderdale,1
2017-03-19,2.59,2427,1223,96,0,1107,1107,0,0,2017,MiamiFtLauderdale,1
2017-03-12,3.05,2068,1043,77,0,947,926,20,0,2017,MiamiFtLauderdale,1
2017-03-05,2.47,3583,1073,128,0,2381,1372,1008,0,2017,MiamiFtLauderdale,1
2017-02-26,2.43,3101,1208,65,0,1827,1188,638,0,2017,MiamiFtLauderdale,1
2017-02-19,1.65,5304,846,49,0,4409,3646,762,0,2017,MiamiFtLauderdale,1
2017-02-12,1.29,5966,295,8,0,5663,4157,1505,0,2017,MiamiFtLauderdale,1
2017-02-05,1.41,3626,398,4,0,3224,1155,2068,0,2017,MiamiFtLauderdale,1
2017-01-29,1.23,4472,255,8,0,4209,2085,2123,0,2017,MiamiFtLauderdale,1
2017-01-22,1.19,5887,221,12,0,5653,3727,1926,0,2017,MiamiFtLauderdale,1
2017-01-15,1.19,7707,297,12,0,7397,5116,2281,0,2017,MiamiFtLauderdale,1
2017-01-08,1.23,6214,421,6,0,5786,3260,2526,0,2017,MiamiFtLauderdale,1
2017-01-01,1.21,5253,290,20,0,4942,1970,2972,0,2017,MiamiFtLauderdale,1
2017-12-31,1.6,152399,2528,37771,861,111238,102542,8696,0,2017,Midsouth,1
2017-12-24,1.67,131240,2543,33564,712,94419,86520,7899,0,2017,Midsouth,1
2017-12-17,1.66,129898,2761,34831,640,91666,80649,11016,0,2017,Midsouth,1
2017-12-10,1.61,140885,3274,33387,675,103547,97646,5900,0,2017,Midsouth,1
2017-12-03,1.66,131588,2948,38442,759,89438,85848,3589,0,2017,Midsouth,1
2017-11-26,1.75,117915,2273,31229,553,83858,80658,3199,0,2017,Midsouth,1
2017-11-19,1.82,108987,2266,33847,487,72385,70589,1795,0,2017,Midsouth,1
2017-11-12,1.82,131020,2436,32888,627,95065,89571,5494,0,2017,Midsouth,1
2017-11-05,1.85,137573,3560,36025,677,97301,91436,5865,0,2017,Midsouth,1
2017-10-29,1.8,156848,2448,34603,619,119177,110757,8419,0,2017,Midsouth,1
2017-10-22,1.8,168429,2401,39858,607,125561,115932,9629,0,2017,Midsouth,1
2017-10-15,1.84,174355,2928,35554,556,135316,127686,7630,0,2017,Midsouth,1
2017-10-08,1.87,176218,4376,35185,566,136087,131997,4090,0,2017,Midsouth,1
2017-10-01,1.99,149030,4351,33501,592,110585,101954,8631,0,2017,Midsouth,1
2017-09-24,1.91,176556,4036,34545,517,137448,115927,21521,0,2017,Midsouth,1
2017-09-17,1.93,158623,3307,36351,628,118337,102794,15543,0,2017,Midsouth,1
2017-09-10,2.03,168953,4000,37302,622,127028,112342,14686,0,2017,Midsouth,1
2017-09-03,2.13,167349,6815,41002,840,118690,100375,18315,0,2017,Midsouth,1
2017-08-27,2.17,141033,6349,41161,688,92833,81240,11593,0,2017,Midsouth,1
2017-08-20,2.02,138392,3383,40533,660,93811,84138,9672,0,2017,Midsouth,1
2017-08-13,1.85,129688,2791,38100,837,87959,85427,2532,0,2017,Midsouth,1
2017-08-06,1.88,147783,3190,45905,871,97806,86645,11160,0,2017,Midsouth,1
2017-07-30,1.68,143256,3072,44213,991,94976,80259,14717,0,2017,Midsouth,1
2017-07-23,1.57,176562,2368,49706,1106,123369,103897,19471,0,2017,Midsouth,1
2017-07-16,1.69,140880,2458,44872,1239,92310,78625,13685,0,2017,Midsouth,1
2017-07-09,1.88,109427,3114,50540,1282,54489,35708,18780,0,2017,Midsouth,1
2017-07-02,1.78,120458,2774,52195,1321,64166,34038,30127,0,2017,Midsouth,1
2017-06-25,1.75,125035,2567,50700,1147,70619,38193,32425,0,2017,Midsouth,1
2017-06-18,1.73,127794,3304,56369,1270,66850,36430,30419,0,2017,Midsouth,1
2017-06-11,1.61,150302,3919,51398,1205,93778,45391,48387,0,2017,Midsouth,1
2017-06-04,1.85,127811,3976,55615,1415,66803,33346,33456,0,2017,Midsouth,1
2017-05-28,1.91,129046,4061,52094,1610,71279,36140,35139,0,2017,Midsouth,1
2017-05-21,1.9,116849,3719,48346,1603,63180,35445,27734,0,2017,Midsouth,1
2017-05-14,1.76,133422,3776,55201,1954,72490,38041,34448,0,2017,Midsouth,1
2017-05-07,1.96,111062,2964,48570,1704,57822,35661,22161,0,2017,Midsouth,1
2017-04-30,1.96,117715,4131,51699,1538,60346,36527,23819,0,2017,Midsouth,1
2017-04-23,2.03,107165,3840,50473,1386,51463,36180,15282,0,2017,Midsouth,1
2017-04-16,1.68,132011,4340,57599,2526,67545,39490,28054,0,2017,Midsouth,1
2017-04-09,1.5,137962,3866,54710,2285,77100,34323,42777,0,2017,Midsouth,1
2017-04-02,1.67,129499,4585,58475,2227,64210,36145,28065,0,2017,Midsouth,1
2017-03-26,1.41,139274,4177,50392,2224,82480,31877,50602,0,2017,Midsouth,1
2017-03-19,1.59,97030,3900,42658,1814,48657,28803,19854,0,2017,Midsouth,1
